file_name,label
moto_0004_06801_b.jpg,59-H1549.86
moto_0007_02188_b.jpg,60-B5557.23
moto_0007_05159_b.jpg,37-M1079.18
moto_0009_00490_b.jpg,59-F1138.60
moto_0010_02063_b.jpg,63-B9579.26
moto_0012_04539_b.jpg,37-M1079.18
moto_0014_02176_b.jpg,52-U44702
moto_0019_02163_b.jpg,59-E1134.17
moto_0020_02063_b.jpg,63-B9579.26
moto_0027_06458_b.jpg,85-F1004.17
moto_0036_00507_b.jpg,72-C1125.11
moto_0038_01762_b.jpg,54-L24264
moto_0038_08198_b.jpg,59-K1903.00
moto_0039_01689_b.jpg,51-R56273
moto_0039_04131_b.jpg,59-K1903.00
moto_0041_00436_b.jpg,59-M1035.19
moto_0041_00951_b.jpg,62-V16814
moto_0041_05679_b.jpg,68-H74213
moto_0042_01875_b.jpg,59-C1622.93
moto_0043_01757_b.jpg,65-F1315.32
moto_0044_04330_b.jpg,84-K34900
moto_0045_01674_b.jpg,59-C1686.12
moto_0046_06241_b.jpg,59-C1653.31
moto_0048_01752_b.jpg,59-L1974.57
moto_0049_03047_b.jpg,94-H41831
moto_0049_04676_b.jpg,59-P1418.18
moto_0051_01757_b.jpg,65-F1315.32
moto_0053_01877_b.jpg,59-X2683.27
moto_0054_00940_b.jpg,59-L1540.63
moto_0054_03047_b.jpg,94-H41831
moto_0054_04076_b.jpg,54-X45969
moto_0054_06669_b.jpg,59-C1596.10
moto_0055_01981_b.jpg,52-P50334
moto_0056_01595_b.jpg,63-Y10200
moto_0056_05671_b.jpg,30-N45882
moto_0057_05184_b.jpg,59-S2165.55
moto_0100_01126_b.jpg,59-S2366.23
moto_0101_01261_b.jpg,59-S2352.05
moto_0101_01715_b.jpg,86-B3198.58
moto_0102_06556_b.jpg,54-V66004
moto_0103_01261_b.jpg,59-S2352.05
moto_0103_01697_b.jpg,95-AA008.39
moto_0105_01594_b.jpg,59-F1492.71
moto_0106_08292_b.jpg,59-K1406.50
moto_0107_00252_b.jpg,59-S1313.86
moto_0110_00060_b.jpg,59-P1332.02
moto_0110_01670_b.jpg,59-P2209.47
moto_0112_01081_b.jpg,47-D1172.37
moto_0112_01913_b.jpg,59-T1540.49
moto_0112_05816_b.jpg,59-F1293.46
moto_0115_01853_b.jpg,76-D1240.27
moto_0116_00986_b.jpg,59-Y1446.65
moto_0116_02019_b.jpg,60-B3252.20
moto_0118_00092_b.jpg,60-F1404.94
moto_0118_00750_b.jpg,85-D1016.11
moto_0118_01640_b.jpg,59-V2008.84
moto_0118_01967_b.jpg,59-N1875.15
moto_0118_01998_b.jpg,66-P15739
moto_0118_04709_b.jpg,59-F1123.29
moto_0119_00145_b.jpg,47-B1428.72
moto_0119_02023_b.jpg,59-D1669.74
moto_0119_02501_b.jpg,59-C2118.94
moto_0119_06336_b.jpg,59-B1311.49
moto_0120_00061_b.jpg,59-D1494.89
moto_0120_00591_b.jpg,59-F1752.91
moto_0120_01073_b.jpg,59-L2276.02
moto_0120_06890_b.jpg,54-T56168
moto_0120_08370_b.jpg,79-H1200.23
moto_0121_00920_b.jpg,59-M1975.82
moto_0121_02555_b.jpg,59-C2459.28
moto_0121_06062_b.jpg,67-B1408.33
moto_0121_06228_b.jpg,59-H1563.90
moto_0121_06796_b.jpg,59-F1474.88
moto_0122_00752_b.jpg,59-L1847.59
